titre,prix,surface,quartier,type,url,prix_m2,description,image_url,image_status,date_publication
Appartement 4 pièces 81 m²,399000,81 m²,Le Mourillon - La Mitre - Fort Lamalgue,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/immo-facile-59949401?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,4926,"Il arrive un moment où l'on cherche autre chose qu'un simple appartement.<br>On cherche du confort, du calme? et la liberté de tout faire à pied.<br>À deux pas du port Saint-Louis, des plages de la Mitre, à proximité immédiate de la rue Lamalgue et du marché du Mourillon, cet appartement offre un emplacement idéal pour une vie quotidienne simple, fluide et agréable, sans dépendre de la voiture.<br>Situé au 4? étage avec ascenseur, dans une copropriété en très bon état général, ce bien rassure dès l'arrivée. Ici, tout est entretenu et suivi. L'étage élevé apporte un vrai sentiment de tranquillité, loin des nuisances, tout en restant facilement accessible grâce à l'ascenseur.<br>L'appartement, actuellement aménagé en T3, était à l'origine un T4 et peut retrouver cette configuration selon les besoins. <br>Le séjour double s'ouvre sur une terrasse de 12 m² exposée Sud-Est, un véritable espace de respiration. Un lieu parfait pour le café du matin, la lecture, ou simplement profiter du soleil sans contrainte ni entretien.<br>La cuisine indépendante permet de conserver un confort d'usage apprécié au quotidien. Deux chambres, une salle de bains et des WC séparés complètent l'ensemble, avec une distribution lisible et fonctionnelle.<br>Des travaux de remise au goût du jour sont à prévoir : peintures, menuiseries, cuisine, salle de bains, quelques ajustements électriques. Rien de structurel, rien d'urgent. Simplement l'opportunité de créer un intérieur parfaitement adapté à son rythme, à ses habitudes, à son confort, en avançant sereinement, à son tempo.<br>Le stationnement privatif et la cave sont de véritables atouts dans le secteur, facilitant la transition vers un logement plus simple, sans renoncer à l'essentiel.<br>Les charges de copropriété incluent le chauffage ainsi que l'eau chaude et froide, offrant une lisibilité budgétaire précieuse et une vraie tranquillité d'esprit.<br>Un appartement pensé pour le confort et l'apaisement.<br>Un lieu où l'on se sent bien, où l'on ralentit et où la vie à pied devient un vrai luxe au quotidien.<br>Copropriété de 41 lots - dont 33 lots habitation. (Pas de procédure en cours).<br>Charges annuelles : 1.00 euros.",https://file.bienici.com/photo/immo-facile-59949401_media.immo-facile.com_office5_mouril_15092025_catalog_images_pr_p_5_9_9_4_9_4_0_1_59949401a.jpg_DATEMAJ_17_02_2026-15_36_51?width=600&height=370&fit=cover,ok,9 mars 2026
Appartement 3 pièces 74 m²,143000,74 m²,Pont du Las,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-2002624?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,1932,"iad France - Anthony Pages vous propose: Toulon Ouest quartier Bon Rencontre, petite vue mer.<br>Appartement T3 de 73 m² situé dans une résidence calme et bien entretenue<br>Exposition plein sud offrant une belle luminosité tout au long de la journée avec une petite vue mer.<br>Le bien se trouve en étage avec ascenseur et bénéficie d’une vue dégagée.<br>Proximité immédiate des écoles des commerces et des transports en commun.<br>L’appartement se compose de pièces spacieuses avec un agencement fonctionnel.<br>Convient aussi bien pour une résidence principale que pour un investissement locatif compte tenu de la surface de l’étage avec ascenseur et de la demande locative du secteur<br>Une cave est incluse ainsi qu’une place de stationnement<br>Environnement agréable et bien desservi.<br>Si vous voulez organiser une visite, n’hésitez pas à me contacter.<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 324 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 80€ par mois (soit 960 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 239 et classe CLIMAT E indice 52. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Anthony Pages mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 483766721, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-2002624_images.playiad.com_property_broadcast_2026_01_28_019c0404de0608b8ee0a9b25bee0e516.jpg?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 3 pièces 58 m²,320000,58 m²,Le Mourillon - La Mitre - Fort Lamalgue,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1998047?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,5517,,https://file.bienici.com/photo/iad-france-1998047_images.playiad.com_property_broadcast_2026_01_30_019c0fc95e8597ccd2ab6759d455cf3b.png?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 4 pièces 89 m²,170000,89 m²,Bon Rencontre,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-bretteimmobilieranne-19826?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,1910,"À SAISIR   Appartement T4 de 89 m2 situé à Toulon Pont-Neuf / Bon Rencontre, au 4e étage avec ascenseur, dans une copropriété fermée et sécurisée avec parking collectif. Ce bien lumineux se compose d'un hall d'entrée, d'un vaste double séjour ouvrant sur une grande terrasse exposée plein sud de plus de 20 m2, d'une cuisine indépendante avec cellier, de deux chambres, d'une salle de bain, d'un dressing et d'un WC indépendants. L'appartement est équipé de double vitrage. Des travaux de rénovation sont à prévoir (électricité, peinture, cuisine, salle de bain, plomberie), offrant un fort potentiel de valorisation et la possibilité de créer un intérieur à votre image. Une cave complète le bien. Proche des commodités, écoles, transports et axes routiers. À visiter sans tarder.<br>Les informations concernant les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr. BRETTE IMMOBILIER, agence immobilière implantée à Toulon depuis plus de 30 ans, vous accompagne dans tous vos projets immobiliers de vente, d'achat et de location. Nos agences, situées dans les quartiers Claret et Sainte-Anne, interviennent sur l'ensemble de l'aire toulonnaise : Le Mourillon, Cap Brun, Port Marchand, Serinette, Petit Bois, La Mitre, L'Aiguillon, La Rode, Le Pont-du-Suve, Les Ameniers, ainsi que Les Routes, Bon Rencontre, Le Pont-du-Las, Barbès, Claret, Sainte-Anne, Le Bas Faron, Vert Coteau, La Loubière, Saint-Jean-du-Var, Brunet et secteurs limitrophes. Nous intervenons également sur les communes environnantes de Toulon telles que La Valette-du-Var, La Seyne-sur-Mer, Ollioules, Six-Fours-les-Plages, Sanary-sur-Mer et Bandol. Grâce à notre parfaite connaissance du marché immobilier local, nous vous proposons un large choix de biens immobiliers en vente et en location : appartements, maisons, villas, terrains, garages, places de parking, box et murs commerciaux. Venez découvrir l'ensemble de nos biens et bénéficier d'un accompagnement personnalisé en agence.",https://file.bienici.com/photo/hektor-bretteimmobilieranne-19826_bretteimmo.staticlbi.com_original_images_biens_2_445bf3f39ed9f16ce27225d89bc1874e_photo_c50c6758b18c774ff37464db41f25fd3.jpg?width=600&height=370&fit=cover,ok,2 mars 2026
Maison 4 pièces 81 m²,329000,81 m²,Ubac - Dardennes - Barbasse - Mont Faron,maison,https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-atlasimmobilier-390224?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,4062,,https://file.bienici.com/photo/hektor-atlasimmobilier-390224_agenceibox.staticlbi.com_original_images_biens_8_08ac3a750155c1e39affcc4bdb482ab8_photo_f49042d74cb4b34bb24facfab453d14c.jpg?width=600&height=370&fit=cover,ok,2 mars 2026
Appartement 3 pièces 60 m²,185000,60 m²,Font Pré,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1991752?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,3083,"iad France - Sarah Durand vous propose: Appartement T3, quartier La Pivotte-Elisa, Toulon EST avec 2 balcons spacieux.<br> Dans une résidence sécurisée et calme avec stationnement libre, découvrez ce bel appartement traversant, d’une surface généreuse, offrant de beaux volumes et une agréable luminosité.<br>Il se compose d’un séjour spacieux, de deux chambres, d'un grand dressing, de nombreux rangements intégrés, ainsi que d’une salle de bain fonctionnelle et toute neuve.<br>L’appartement a bénéficié d’une rénovation récente (peinture, électricité, menuiseries…). <br>Vous aurez le plaisir de choisir à votre goût la cuisine idéale.<br>Une cave et un local à vélos complètent ce bien.<br>La résidence est idéalement située, proche des transports en commun et des axes autoroutiers, facilitant le quotidien<br>Un bien agréable à vivre, idéal pour un premier achat ou un investissement locatif.<br>Chers confrères, je suis ouverte à l'inter-agences.<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 30 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 110€ par mois (soit 1320 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 180 et classe CLIMAT C indice 26. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Sarah Durand mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 882412786, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1991752_images.playiad.com_property_broadcast_2025_10_08_0199c26af8fd534e7bf97b6a2b037d4a.png?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 1 pièce 24 m²,119000,24 m²,Le Mourillon - La Mitre - Fort Lamalgue,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/iad-france-1985099?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,4958,"iad France - Thibault Hutter vous propose: Toulon – Le Mourillon | Studio 24 m² – Emplacement exceptionnel sur le fort Saint-Louis<br>Idéalement situé au cOEur du très recherché quartier du Mourillon, à 50 m du fort Saint-Louis, ce studio de 24 m², situé au 2ᵉ et dernier étage d’une petite copropriété, offre un cadre de vie privilégié à deux pas de la mer.<br>L’appartement se compose d’une pièce de vie lumineuse, d’un espace cuisine fonctionnel ainsi que d’une salle d’eau avec WC. Sa disposition optimisée permet un aménagement confortable, aussi bien pour une résidence principale que pour un pied-à-terre ou un investissement locatif.<br>Vous profiterez d’un environnement vivant et recherché, avec plages, commerces de proximité, restaurants, marché du Mourillon et transports accessibles à pied, tout en bénéficiant du charme et de l’animation du port.<br>Cerise sur le gâteau, l'appartement possède un petit grenier pour faciliter votre stockage. <br>NOUS AVONS AIME:<br>Emplacement rare<br>À quelques minutes des plages<br>Idéal investissement ou premier achat<br>faibles charges<br>Bien rare à la vente dans ce secteur prisé.<br>À découvrir sans tarder.<br>Charges : 30€ / mois<br>Taxe Foncière : 556€<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 9 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 30€ par mois (soit 360 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 298 et classe CLIMAT B indice 11. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Thibault Hutter mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 510521875, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1985099_images.playiad.com_property_broadcast_2026_01_17_019bcb603bd4ee0131276f67c8cb2705.jpg?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 3 pièces 53 m²,192000,53 m²,Corniche du Faron,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1992620?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,3623,"iad France - Florence Godefroy vous propose: SOUS COMPROMIS - Dans le secteur recherché et résidentiel du Bas Faron, à proximité immédiate de la corniche, découvrez ce bel appartement 3 pièces de 53 m², situé au 3ᵉ et dernier étage (sans ascenseur), offrant calme, luminosité et vues dégagées.<br>L’appartement est entièrement rénové, sans travaux à prévoir, et bénéficie d’une exposition Est / Ouest qui lui assure une luminosité naturelle toute la journée, sans vis-à-vis.<br>Il se compose de :<br>- Une grande entrée<br>- Un séjour lumineux ouvrant sur un balcon agréable<br>- Une cuisine séparée avec loggia<br>- Deux chambres<br>- Une salle d’eau<br>- WC séparés et penderie<br>- Cave <br>- Places de parking dans la résidence<br>Appartement traversant, très agréable à vivre, avec vue dégagée sur le Faron et aperçu mer lointain.<br>Environnement calme et recherché<br>Arrêt de bus à 2 minutes à pied<br>Ecoles et commerces à 10 minutes à pied<br>Charges faibles : environ 50 €/mois<br>Inter-agence acceptée.<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 72 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 49.33€ par mois (soit 592 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 181 et classe CLIMAT C indice 14. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Florence Godefroy mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 481860070, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",,erreur,9 mars 2026
Appartement 1 pièce 17 m²,112000,17 m²,Le Mourillon - La Mitre - Fort Lamalgue,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/iad-france-1993749?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,6588,"iad France - Anne Desbois vous propose: Studio entièrement rénové – Mourillon – Plages à pied<br>Situé au calme au cOEur du quartier très recherché du Mourillon, ce studio bénéficie d’un emplacement privilégié, à proximité immédiate des plages, du port et des commerces.<br>D’une surface de 16,5 m², l’appartement est situé en rez-de-chaussée et a fait l’objet d’une rénovation complète.<br>Il est vendu entièrement aménagé et équipé, offrant une solution clé en main idéale pour :<br>•investissement locatif<br>•pied-à-terre<br>•résidence secondaire<br>Prestations<br>•rénovation complète<br>•climatisation réversible<br>•appartement fonctionnel et optimisé<br>•aucuns travaux à prévoir<br>Diagnostics<br>•DPE : C<br>•GES : B<br>•aucune anomalie électrique<br>•absence d’amiante et de termites<br>Un bien rare sur le secteur du Mourillon, recherché pour sa proximité immédiate du littoral et sa forte demande locative.<br>Emplacement premium – plages et port accessibles à pied.<br>Contactez-moi rapidement pour découvrir ce bien rare sur le marché !<br>La presente annonce immobiliere vise 1 lot situé dans une copropriété de 8 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 42€ par mois (soit 504 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 221 et classe CLIMAT B indice 8. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Anne Desbois mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de AIX EN PROVENCE sous le numéro 883636987, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1993749_images.playiad.com_property_broadcast_2026_01_22_019be69a56d6ec82d5ebd04e6e6dccab.jpg?width=600&height=370&fit=cover,ok,6 mars 2026
Appartement 3 pièces 59 m²,239000,59 m²,Darboussèdes,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1992120?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,4051,"iad France - Philippe Bernard vous propose: TOULON EST - BAS FARON - ORTOLAN <br>T3 DE 59 M2 EN DERNIER ÉTAGE AVEC UNE BELLE VUE DÉGAGÉE PLEIN SUD. <br>Dans un quartier recherché, charmant appartement T3 de 59 m² situé au dernier étage d’un petit immeuble bien entretenu. Traversant et lumineux, il offre une belle vue dégagée plein sud, sans vis-à-vis, et un cadre de vie calme et agréable à proximité immédiate des commerces, transports et écoles.<br>L’appartement se compose d’un grand séjour baigné de lumière ouvrant sur un balcon orienté sud, d’une cuisine indépendante aménagée et équipée avec son arrière-cuisine faisant office de buanderie, de deux chambres confortables dont une avec accès direct au balcon, d’une salle de bain fonctionnelle et de WC séparés. Une cave, un local à vélos ainsi qu’un parking collectif viennent compléter ce bien.<br>Le ravalement de façade de l’immeuble a récemment été voté et intégralement payé par le vendeur : aucun frais à prévoir. Ce bien constitue une opportunité idéale, que ce soit pour une résidence principale ou un investissement locatif dans un secteur dynamique et en pleine demande.<br>Ne manquez pas cette occasion d'acquérir un appartement traversant, en dernier étage, avec une belle exposition, dans un quartier calme de Toulon. Contactez-moi dès maintenant pour organiser une visite et découvrir tout le potentiel de ce bien.<br>Vous souhaitez connaître la valeur de votre villa, de votre appartement ou de votre terrain à Toulon ( Claret, Siblas, Sainte-Anne, les Lices, la Loubière, Ortolan, Faron, Vert Coteau, Brunet, Serinette, Mourillon, Cap Brun, Petit Bois, Lamalgue, 4 chemins des routes, les Routes, Valbertrand, Saint-Jean, Pont du Las, Saint Roch), ou ses environs. contactez-moi !!!<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 59 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 125€ par mois (soit 1500 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 199 et classe CLIMAT D indice 30. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Philippe Bernard mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 832454425, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1992120_images.playiad.com_property_broadcast_2026_01_21_019bdfb2fc2d3ea8039a281a6ff273e3.jpg?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 3 pièces 63 m²,209000,63 m²,Pont du Las,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1989996?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,3317,"iad France - Nicolas TERRE vous propose: A saisir en EXCLUSIVITE à TOULON OUEST !! Magnifique APPARTEMENT T3 LUMINEUX EN DERNIER ETAGE AVEC Grand BALCON ET Parking BOXE<br>Tout comme le 'Titan', le nom de la copropriété où se trouve ma proposition immobilière, il serait primordial que vous veniez découvrir la très grande qualité de ce superbe appartement situé en dernier étage avec ascenseur en immeuble récent, calme et sécurisé aux normes PMR.<br>Proche de toutes les commodités et pôles d'attraction Toulonnais (entre autres transports, commerces, écoles, centre ville, Parc, Arsenal et grands axes routiers), ce cocon moderne vous offrira un cadre de vie idéal ou encore des revenus locatifs garantis.<br>Vous garerez votre véhicule dans votre box fermé situé en rez-de-chaussée, le 5ème étage accessible par ascenseur vous permet de découvrir les 63 m² de ce bien de charme. <br>Dès l'entrée la lumière s'impose, le séjour avec cuisine américaine équipée offre un espace de vie moderne, convivial et chaleureux. Celui-ci s'ouvre sur un superbe balcon de plus de 10 m² parfait pour admirer les couchers de soleil.<br>Côté nuit vous trouverez deux chambres confortables, dont une communique sur l'extérieur et possède des rangements, enfin une salle d'eau contemporaine ainsi que des WC indépendants pour un confort optimal au quotidien.<br>Dernier étage, résidence récente sous garantie décennale, luminosité exceptionnelle, extérieur généreux, parking privé et fermé...ne laissez pas passer cette opportunité unique !! <br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 130 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 156€ par mois (soit 1872 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 89 et classe CLIMAT C indice 17. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Nicolas TERRE mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 848084869, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1989996_images.playiad.com_property_broadcast_2026_01_20_019bdbce54aa130e6e6ae705c723f9e9.jpg?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 3 pièces 61 m²,220000,61 m²,Aguillon,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1990217?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,3607,"iad France - Priscille Bruno vous propose: SOUS COMPROMIS<br> – Toulon Mourillon / Lamalgue – Superbe T3 traversant avec terrasse sans vis-à-vis<br>Vous rêvez de vivre dans l’un des quartiers les plus prisés de Toulon, entre le Mourillon et Lamalgue ? Cet appartement traversant Est/Ouest de 61 m² allie emplacement d’exception, calme et agréable extérieur.  <br>Situé au 1er étage d’une petite résidence bien entretenue et au calme, il se compose d’une entrée, d’un séjour lumineux ouvrant sur une terrasse ensoleillée sans vis-à-vis direct, idéale pour vos déjeuners ou moments de détente en toute saison.  <br>La partie nuit offre deux chambres, une salle de bain, des toilettes séparées, ainsi qu’une cuisine indépendante fonctionnelle, rénovée l'an dernier.<br>Vous apprécierez son emplacement très recherché, à seulement 5 minutes à pied du marché du Mourillon, proche de tous les commerces, écoles, transports et des plages.<br>Atouts supplémentaires :<br>- Double exposition Est/Ouest  <br>- Résidence calme et très bien entretenue  <br>- Terrasse agréable<br>- Possibilité d’acquérir une place de stationnement en supplément<br>Un bien rare sur le secteur, à visiter sans tarder !  <br>La presente annonce immobiliere vise 1 lot situé dans une copropriété de 17 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 112.67€ par mois (soit 1352 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 137 et classe CLIMAT A indice 5. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Priscille Bruno mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 807651203, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",,erreur,10 mars 2026
Appartement 3 pièces 67 m²,179000,67 m²,La Serinette - La Barre,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1989586?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,2672,"iad France - Audrey Pernet vous propose:  TOULON EST -T3 67M2 TRAVERSANT  -2 CHAMBRES -CAVE- ASCENSEUR STATIONNEMENT- RESIDENCE FERMEE<br>Situé au cOEur d’une résidence verdoyante, calme et parfaitement entretenue, ce bel appartement T3 de 67 m² séduit par sa luminosité exceptionnelle.<br>Entièrement rénové , ce bien offre des prestations modernes et un confort optimal.<br>Il se compose de :<br>Un vaste salon / salle à manger baigné de lumière, ouvrant sur un grand balcon filant  de 10 m2, exposé au SUD<br>Une cuisine indépendante , prolongée par une loggia<br>Deux chambres confortables<br>Une élégante salle d’eau et WC séparé <br> Prestations de qualité :<br>Triple vitrage<br>Volets roulants électriques<br>Climatisation<br>Stores bannes <br>le bien est complété d'une cave et d'un local à vélo.<br>La résidence se distingue par son environnement serein, ses espaces verts soignés et son parking sécurisé.<br> Situation idéale : à proximité immédiate des commerces, transports et établissements scolaires.<br>Ouverte à l'inter-agence <br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 84 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 150€ par mois (soit 1800 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 196 et classe CLIMAT D indice 31. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Audrey Pernet mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 919415034, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1989586_images.playiad.com_property_broadcast_2026_01_19_019bd7d699079b61578bf0227ae70176.png?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 2 pièces 55 m²,149000,55 m²,Champs-de-Mars,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1985705?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D3,2709,"iad France - Laureline Loheac vous propose: Au 4ème étage avec ascenseurs, venez découvrir cet appartement traversant de type F3 transformé en F2. Il comprend une belle pièce de vie baignée de lumière avec sa cuisine aménagée et équipée, son salon / salle à manger, une salle de bains avec WC et une vaste chambre avec placards. Bénéficiez d'une climatisation réversible et de deux balcons sans vis à vis.<br>La presente annonce immobiliere vise 1 lot situé dans une copropriété de 29 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 85€ par mois (soit 1020 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 168 et classe CLIMAT B indice 6. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Laureline Loheac mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de melun sous le numéro 819657271, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1985705_images.playiad.com_property_broadcast_2026_01_15_019bc3704702e5772c7171e7528dd731.png?width=600&height=370&fit=cover,ok,25 fevrier 2026
